,choice,college,hsg2,coml5,sedan1,sedan2,sedan3,sedan4,sedan5,sedan6,price1,price2,price3,price4,price5,price6,range1,range2,range3,range4,range5,range6,acc1,acc2,acc3,acc4,acc5,acc6,speed1,speed2,speed3,speed4,speed5,speed6,pollution1,pollution2,pollution3,pollution4,pollution5,pollution6,big1,big2,big3,big4,big5,big6,space1,space2,space3,space4,space5,space6,cost1,cost2,cost3,cost4,cost5,cost6
87,4,1,1,1,0,0,0,1,0,0,5.554415,5.554415,4.2920479,4.2920479,4.7969948,4.7969948,75,75,400,400,250,250,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.6,0.6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,4,4,8,8,2,2
88,4,0,0,0,1,0,1,0,1,0,5.4600663,5.4600663,4.1753448,4.1753448,4.8177056,4.8177056,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,8,8,4,4,6,6
89,5,1,0,0,0,1,0,0,0,0,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,1,1,1,1,1,1,6,6,8,8,2,2
90,3,1,1,0,0,1,0,0,0,0,5.2423324,5.2423324,5.7941569,5.7941569,6.3459814,6.3459814,75,75,300,300,350,350,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,4,4,6,6,8,8
91,6,1,1,0,0,1,0,0,0,0,5.4604234,5.4604234,4.0359651,4.0359651,4.5107845,4.5107845,75,75,300,300,350,350,6,6,2.5,2.5,4,4,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,0.7,0.7,1,1,1,1,8,8,2,2,4,4
92,5,1,0,0,1,0,1,0,1,0,5.2423324,5.2423324,6.3459814,6.3459814,4.690508,4.690508,200,200,300,300,350,350,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,8,8,4,4,6,6
93,4,0,1,1,0,0,0,0,0,1,1.9313856,1.9313856,1.9313856,1.9313856,2.7591223,2.7591223,75,75,250,250,250,250,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,1,1,0.7,0.7,1,1,2,2,2,2,6,6
94,5,0,0,1,1,0,1,0,1,0,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,200,200,75,75,300,300,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,1,1,1,1,1,1,2,2,4,4,6,6
95,4,0,0,0,0,1,0,0,0,0,1.9313856,1.9313856,2.4832101,2.4832101,2.7591223,2.7591223,300,300,250,250,300,300,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,8,8,2,2,4,4
96,3,1,0,1,1,0,1,0,1,0,4.690508,4.690508,5.2423324,5.2423324,6.3459814,6.3459814,200,200,75,75,350,350,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,1,1,0,0,1,1,0.7,0.7,1,1,1,1,4,4,2,2,6,6
97,5,1,1,1,1,0,1,0,1,0,3.7871011,3.7871011,4.0395745,4.0395745,3.2821543,3.2821543,125,125,300,300,300,300,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,2,2,2,2,6,6
98,6,1,0,0,1,0,1,0,1,0,3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,75,75,300,300,350,350,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,0.7,0.7,1,1,1,1,6,6,8,8,2,2
99,5,0,0,1,1,0,1,0,1,0,3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,50,50,150,150,350,350,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,2,2,8,8,2,2
100,3,1,0,1,1,0,1,0,1,0,4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,200,200,75,75,350,350,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,8,8,8,8,4,4
101,6,0,1,1,1,0,1,0,1,0,1.1181583,1.1181583,1.1181583,1.1181583,0.67089498,0.67089498,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,1,1,0.7,0.7,1,1,8,8,8,8,2,2
102,5,0,0,1,1,0,1,0,1,0,4.4965252,4.4965252,4.8177056,4.8177056,5.1388859,5.1388859,200,200,75,75,300,300,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,6,6
103,5,1,0,0,1,0,1,0,1,0,6.3864157,6.3864157,6.9851422,6.9851422,4.9893873,4.9893873,75,75,300,300,350,350,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,0.7,0.7,1,1,1,1,8,8,2,2,4,4
104,3,0,0,1,1,0,1,0,1,0,4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,125,125,300,300,300,300,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,0,0,1,1,0.7,0.7,1,1,1,1,2,2,8,8,4,4
105,5,1,0,1,1,0,1,0,1,0,3.5346277,3.5346277,3.7871011,3.7871011,4.0395745,4.0395745,200,200,75,75,300,300,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,1,1,1,1,0,0,0.7,0.7,1,1,1,1,8,8,6,6,8,8
106,2,1,0,1,1,0,1,0,1,0,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,200,200,75,75,300,300,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,4,4,6,6,8,8
107,3,1,0,1,1,0,1,0,1,0,6.6218936,6.6218936,4.690508,4.690508,5.2423324,5.2423324,200,200,75,75,300,300,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,0,0,1,1,0,0,1,1,1,1,1,1,8,8,4,4,6,6
108,3,1,0,1,1,0,1,0,1,0,7.7083289,7.7083289,5.4600663,5.4600663,6.7447878,6.7447878,125,125,300,300,300,300,2.5,2.5,4,4,6,6,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,1,1,8,8,4,4
109,3,1,0,0,1,0,1,0,1,0,3.586859,3.586859,4.1386835,4.1386835,4.4145957,4.4145957,75,75,300,300,350,350,2.5,2.5,4,4,6,6,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,2,4,4,6,6
110,1,1,0,0,1,0,1,0,1,0,6.9851422,6.9851422,4.9893873,4.9893873,5.5881138,5.5881138,200,200,75,75,300,300,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,1,1,1,1,1,1,6,6,8,8
111,5,1,0,0,1,0,1,0,1,0,5.6978331,5.6978331,4.5107845,4.5107845,4.985604,4.985604,125,125,250,250,300,300,4,4,6,6,2.5,2.5,55,55,110,110,140,140,0,0,0.6,0.6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,4,4,8,8,2,2
112,5,1,0,0,1,0,1,0,1,0,3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,1,1,1,1,1,1,6,6,8,8,2,2
113,2,0,1,1,0,0,0,0,0,1,3.9704144,3.9704144,4.4667162,4.4667162,2.9778108,2.9778108,200,200,75,75,350,350,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,8,8
114,5,1,0,1,1,0,1,0,1,0,6.102427,6.102427,6.7447878,6.7447878,5.4600663,5.4600663,200,200,75,75,350,350,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,2,2,2,2,6,6
115,1,1,0,0,0,1,0,0,0,0,5.4600663,5.4600663,6.102427,6.102427,6.7447878,6.7447878,300,300,250,250,300,300,2.5,2.5,4,4,6,6,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,0.7,0.7,1,1,1,1,4,4,6,6,8,8
116,3,1,0,0,0,1,0,0,0,0,4.1753448,4.1753448,4.8177056,4.8177056,5.1388859,5.1388859,75,75,300,300,350,350,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,0,0,1,1,1,1,1,1,1,1,4,4,6,6,8,8
117,3,1,1,0,1,0,1,0,1,0,1.7673139,1.7673139,1.7673139,1.7673139,2.2722607,2.2722607,75,75,250,250,400,400,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,1,1,0,0,0.7,0.7,1,1,1,1,2,2,2,2,4,4
118,5,1,0,0,0,0,0,0,0,1,6.6218936,6.6218936,4.690508,4.690508,5.7941569,5.7941569,200,200,75,75,350,350,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,1,1,0,0,0,0,1,1,1,1,1,1,2,2,4,4,8,8
119,3,1,1,1,0,0,0,1,0,0,4.2920479,4.2920479,5.3019416,5.3019416,5.8068884,5.8068884,75,75,400,400,250,250,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,2,2,8,8,2,2
120,5,1,0,1,1,0,1,0,1,0,3.9704144,3.9704144,4.4667162,4.4667162,2.9778108,2.9778108,125,125,300,300,300,300,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,0,0,1,1,0,0,0.7,0.7,0.7,0.7,1,1,8,8,2,2,6,6
121,5,1,0,0,0,0,0,1,0,0,3.2118037,3.2118037,1.9270822,1.9270822,2.2482626,2.2482626,200,200,300,300,350,350,6,6,2.5,2.5,4,4,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,1,1,6,6,8,8
122,5,0,0,0,1,0,1,0,1,0,3.3230888,3.3230888,3.8343333,3.8343333,4.0899555,4.0899555,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,6,6,8,8,2,2
123,6,0,1,0,1,0,1,0,1,0,4.1386835,4.1386835,3.0350346,3.0350346,3.586859,3.586859,200,200,300,300,350,350,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.6,0.6,1,1,0,0,1,1,1,1,0.7,0.7,1,1,1,1,2,2,2,2,4,4
124,5,1,0,1,1,0,1,0,1,0,3.2118037,3.2118037,1.9270822,1.9270822,2.2482626,2.2482626,75,75,400,400,250,250,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.6,0.6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,4,4,8,8,2,2
125,5,0,0,0,1,0,1,0,1,0,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,1,1,1,1,1,1,6,6,8,8,2,2
126,6,0,0,1,0,0,0,1,0,0,1.6554734,1.6554734,0.96569282,0.96569282,1.241605,1.241605,200,200,300,300,350,350,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,1,1,0,0,0,0,0.7,0.7,1,1,1,1,2,2,8,8,2,2
127,5,1,0,0,1,0,1,0,1,0,8.9467777,8.9467777,7.1574221,7.1574221,8.179911,8.179911,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,8,8,4,4,6,6
128,5,1,0,1,1,0,1,0,1,0,5.4600663,5.4600663,3.5329841,3.5329841,4.1753448,4.1753448,200,200,75,75,300,300,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,0,0,0,0,0,0,0.7,0.7,1,1,1,1,1,1,6,6,8,8
129,5,0,0,1,1,0,1,0,1,0,3.3109468,3.3109468,4.1386835,4.1386835,4.4145957,4.4145957,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,1,1,6,6,8,8
130,4,0,1,0,1,0,1,0,1,0,5.1388859,5.1388859,3.5329841,3.5329841,4.1753448,4.1753448,250,250,400,400,250,250,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,0.7,0.7,1,1,1,1,4,4,6,6,8,8
131,5,1,1,0,0,1,0,0,0,0,1.3795612,1.3795612,0.8277367,0.8277367,0.96569282,0.96569282,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,0,0,1,1,0,0,1,1,1,1,1,1,8,8,2,2,4,4
132,6,0,1,1,1,0,1,0,1,0,4.8177056,4.8177056,3.5329841,3.5329841,4.1753448,4.1753448,125,125,250,250,300,300,4,4,6,6,2.5,2.5,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,1,1,8,8,2,2
133,3,1,0,0,1,0,1,0,1,0,2.7772075,2.7772075,3.2821543,3.2821543,3.7871011,3.7871011,75,75,300,300,350,350,2.5,2.5,4,4,6,6,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,2,2,4,4,6,6
134,1,1,0,0,1,0,1,0,1,0,4.2490015,4.2490015,4.6962648,4.6962648,5.1435281,5.1435281,300,300,250,250,300,300,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,8,8,2,2,4,4
135,1,0,0,1,1,0,1,0,1,0,0.96354111,0.96354111,1.4453117,1.4453117,1.6059019,1.6059019,50,50,350,350,400,400,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.75,0.75,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,2,2,6,6,8,8
136,1,1,0,1,1,0,1,0,1,0,3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,75,75,250,250,400,400,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,0.7,0.7,0.7,0.7,1,1,8,8,4,4,6,6
137,5,1,0,0,0,1,0,0,0,0,1.6554734,1.6554734,1.9313856,1.9313856,2.4832101,2.4832101,75,75,300,300,350,350,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,0,0,1,1,0,0,0.7,0.7,1,1,1,1,6,6,8,8,2,2
138,5,1,0,0,1,0,1,0,1,0,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,150,150,350,350,400,400,6,6,2.5,2.5,4,4,85,85,95,95,110,110,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4,4,6,6,8,8
139,2,1,1,0,0,1,0,0,0,0,4.8568222,4.8568222,5.3680666,5.3680666,5.879311,5.879311,50,50,150,150,350,350,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,0.7,0.7,0.7,0.7,1,1,2,2,6,6,8,8
140,5,1,0,1,1,0,1,0,1,0,6.9851422,6.9851422,4.9893873,4.9893873,6.3864157,6.3864157,200,200,75,75,350,350,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,0.7,0.7,0.7,0.7,1,1,4,4,8,8,4,4
141,3,1,0,1,1,0,1,0,1,0,7.8271081,7.8271081,5.5907915,5.5907915,6.2616864,6.2616864,50,50,150,150,350,350,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.4,0.4,0.75,0.75,1,1,1,1,0,0,0.7,0.7,1,1,1,1,1,1,8,8,2,2
142,5,0,0,1,1,0,1,0,1,0,3.5346277,3.5346277,3.7871011,3.7871011,4.0395745,4.0395745,75,75,250,250,400,400,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,2,2,4,4,6,6
143,4,0,0,0,1,0,1,0,1,0,7.444527,7.444527,7.9408288,7.9408288,5.4593198,5.4593198,150,150,350,350,400,400,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.1,0.1,0.4,0.4,0.75,0.75,0,0,0,0,1,1,1,1,1,1,1,1,2,2,4,4,6,6
144,5,1,0,0,1,0,1,0,1,0,6.6474719,6.6474719,7.5971108,7.5971108,8.3093399,8.3093399,50,50,150,150,350,350,6,6,2.5,2.5,4,4,85,85,140,140,85,85,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,4,4
145,3,0,0,1,1,0,1,0,1,0,2.9778108,2.9778108,1.4889054,1.4889054,2.2333581,2.2333581,75,75,250,250,250,250,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.1,0.1,0.75,0.75,0,0,0,0,0,0,0.7,0.7,1,1,1,1,1,1,6,6,2,2
146,3,1,1,1,0,1,0,0,0,0,2.8118444,2.8118444,1.5337333,1.5337333,1.7893555,1.7893555,50,50,150,150,350,350,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,1,1,1,1,1,1,8,8,2,2,4,4
147,6,0,1,1,1,0,1,0,1,0,1.2847215,1.2847215,1.6059019,1.6059019,0.96354111,0.96354111,125,125,250,250,300,300,6,6,2.5,2.5,4,4,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,8,8,2,2,4,4
148,3,0,1,1,0,0,0,0,0,1,3.5329841,3.5329841,1.9270822,1.9270822,2.8906233,2.8906233,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,2,2,6,6,2,2
149,5,0,0,0,1,0,1,0,1,0,3.5611457,3.5611457,3.7985554,3.7985554,2.6115068,2.6115068,300,300,250,250,300,300,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,2,2,4,4,6,6
150,3,1,1,0,0,0,0,0,0,1,2.569443,2.569443,2.8906233,2.8906233,1.9270822,1.9270822,125,125,300,300,300,300,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,0,0,1,1,0,0,0.7,0.7,0.7,0.7,1,1,8,8,2,2,6,6
151,5,1,0,1,1,0,1,0,1,0,4.690508,4.690508,3.0350346,3.0350346,3.586859,3.586859,200,200,75,75,300,300,6,6,2.5,2.5,4,4,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,0,0,0,0,1,1,0.7,0.7,0.7,0.7,1,1,4,4,8,8,2,2
152,1,1,0,1,1,0,1,0,1,0,6.0593618,6.0593618,4.2920479,4.2920479,5.3019416,5.3019416,200,200,75,75,350,350,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.25,0.25,1,1,0,0,0,0,1,1,0.7,0.7,1,1,1,1,1,1,2,2,6,6
153,5,1,0,1,1,0,1,0,1,0,4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,200,200,75,75,350,350,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,0,0,1,1,0,0,1,1,1,1,1,1,1,1,4,4,8,8
154,3,1,0,0,0,1,0,0,0,0,4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,75,75,300,300,350,350,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,0,0,0,0,0,0,0.7,0.7,1,1,1,1,8,8,2,2,4,4
155,4,1,1,0,1,0,1,0,1,0,3.5329841,3.5329841,2.2482626,2.2482626,2.8906233,2.8906233,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,0,0,0.7,0.7,1,1,1,1,8,8,4,4,6,6
156,3,1,1,0,0,1,0,0,0,0,6.0593618,6.0593618,4.2920479,4.2920479,4.7969948,4.7969948,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,1,1,0.7,0.7,1,1,2,2,8,8,2,2
157,3,1,1,0,0,1,0,0,0,0,3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,75,75,300,300,350,350,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,0.7,0.7,1,1,1,1,8,8,2,2,4,4
158,5,1,0,1,0,0,0,0,0,1,3.5329841,3.5329841,1.9270822,1.9270822,2.8906233,2.8906233,200,200,75,75,350,350,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,0,0,1,1,0,0,0.7,0.7,0.7,0.7,1,1,4,4,8,8,4,4
159,1,1,1,0,0,1,0,0,0,0,3.8017382,3.8017382,4.2490015,4.2490015,4.6962648,4.6962648,300,300,250,250,300,300,6,6,2.5,2.5,4,4,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,6,6,8,8,2,2
160,1,0,0,0,1,0,1,0,1,0,17.370563,17.370563,13.89645,13.89645,15.881658,15.881658,125,125,250,250,300,300,6,6,2.5,2.5,4,4,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,4,4
161,3,1,0,0,1,0,1,0,1,0,1.7673139,1.7673139,2.2722607,2.2722607,2.5247341,2.5247341,75,75,300,300,350,350,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,4,4,6,6,8,8
162,4,1,0,0,1,0,1,0,1,0,4.5107845,4.5107845,5.4604234,5.4604234,4.0359651,4.0359651,125,125,250,250,300,300,4,4,6,6,2.5,2.5,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,2,2,8,8,2,2
163,3,1,0,1,1,0,1,0,1,0,2.8118444,2.8118444,1.7893555,1.7893555,2.3006,2.3006,200,200,300,300,350,350,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,4,4,6,6,8,8
164,3,1,0,0,1,0,1,0,1,0,3.7985554,3.7985554,2.6115068,2.6115068,3.0863263,3.0863263,300,300,250,250,300,300,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,0,0,1,1,0,0,0.7,0.7,1,1,1,1,2,2,4,4,6,6
165,5,0,1,1,1,0,1,0,1,0,6.102427,6.102427,7.3871485,7.3871485,5.4600663,5.4600663,200,200,300,300,350,350,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,8,8,4,4,6,6
166,2,1,1,0,0,0,0,0,0,1,3.0350346,3.0350346,1.6554734,1.6554734,2.4832101,2.4832101,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,2,2,6,6,2,2
167,5,1,0,0,1,0,1,0,1,0,3.0674666,3.0674666,3.3230888,3.3230888,4.0899555,4.0899555,125,125,300,300,300,300,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,8,8,6,6,2,2
168,1,1,0,1,1,0,1,0,1,0,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,125,125,300,300,250,250,6,6,2.5,2.5,4,4,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,1,1,1,1,0,0,0.7,0.7,1,1,1,1,4,4,4,4,6,6
169,4,0,0,0,1,0,1,0,1,0,3.5329841,3.5329841,4.1753448,4.1753448,4.8177056,4.8177056,75,75,300,300,350,350,2.5,2.5,4,4,6,6,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,2,2,4,4,6,6
170,5,1,1,0,1,0,1,0,1,0,4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,200,200,75,75,350,350,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,1,1,0,0,0,0,0.7,0.7,0.7,0.7,1,1,8,8,8,8,4,4
171,1,1,1,0,1,0,1,0,1,0,4.3455777,4.3455777,4.8568222,4.8568222,5.3680666,5.3680666,200,200,75,75,300,300,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,1,1,0,0,0,0,0.7,0.7,0.7,0.7,1,1,8,8,8,8,2,2
172,1,0,0,1,1,0,1,0,1,0,8.179911,8.179911,8.9467777,8.9467777,6.3905555,6.3905555,200,200,75,75,300,300,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,1,1,1,1,1,1,2,2,4,4,6,6
173,3,1,0,1,1,0,1,0,1,0,5.4600663,5.4600663,3.5329841,3.5329841,4.1753448,4.1753448,125,125,300,300,250,250,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,1,1,1,1,0,0,1,1,1,1,1,1,8,8,6,6,8,8
