age,job,marital,education,balance,housing,loan,campaign,poutcome,deposit
29,technician,single,tertiary,226,yes,no,1,unknown,no
36,admin.,married,secondary,1479,no,no,2,unknown,no
29,management,single,tertiary,1388,yes,no,3,unknown,no
39,entrepreneur,married,tertiary,-172,yes,no,2,unknown,yes
32,services,married,secondary,118,yes,no,6,unknown,no
40,admin.,married,secondary,438,yes,no,2,unknown,no
28,blue-collar,married,secondary,2257,yes,no,1,unknown,no
21,student,single,secondary,126,yes,no,1,unknown,no
30,services,single,tertiary,717,yes,yes,1,unknown,no
34,services,single,secondary,4062,yes,yes,1,unknown,no
60,retired,divorced,secondary,-639,yes,no,1,unknown,yes
27,admin.,single,tertiary,144,yes,no,1,unknown,no
23,admin.,single,secondary,252,yes,no,1,unknown,no
22,admin.,single,secondary,118,yes,no,3,unknown,no
25,admin.,single,tertiary,1056,yes,no,1,unknown,no
52,blue-collar,married,primary,2396,yes,no,7,unknown,no
32,services,married,secondary,3268,no,no,1,unknown,no
33,services,divorced,secondary,2411,yes,no,1,unknown,no
41,blue-collar,married,secondary,49,yes,no,2,unknown,no
28,blue-collar,married,secondary,0,yes,no,4,unknown,no
23,student,single,secondary,556,yes,no,2,unknown,no
60,retired,divorced,secondary,4974,yes,no,4,unknown,no
26,student,single,secondary,864,yes,no,1,unknown,yes
32,management,married,secondary,134,yes,yes,3,unknown,yes
39,blue-collar,married,primary,2288,yes,no,1,unknown,no
40,management,married,tertiary,592,yes,no,11,unknown,no
48,blue-collar,single,primary,244,yes,no,5,unknown,no
40,admin.,single,secondary,50,no,no,1,unknown,yes
46,management,married,tertiary,2851,yes,yes,4,unknown,no
38,entrepreneur,married,tertiary,2069,yes,no,7,unknown,no
33,blue-collar,married,primary,35,no,no,3,unknown,no
22,student,single,secondary,4038,yes,no,1,unknown,no
42,services,married,secondary,1370,yes,no,2,unknown,no
52,technician,married,primary,-50,yes,no,2,unknown,no
47,blue-collar,married,primary,-290,yes,no,1,unknown,no
33,blue-collar,single,primary,165,yes,no,2,unknown,no
37,entrepreneur,single,secondary,-22,yes,no,1,unknown,yes
39,admin.,divorced,secondary,878,yes,no,5,unknown,yes
52,technician,divorced,secondary,144,yes,no,1,unknown,no
25,technician,single,secondary,173,yes,no,2,unknown,no
33,blue-collar,married,primary,309,yes,no,4,unknown,no
24,blue-collar,single,secondary,833,yes,no,1,unknown,yes
48,services,married,secondary,975,yes,yes,2,unknown,no
42,entrepreneur,married,secondary,169,yes,no,4,unknown,no
26,entrepreneur,single,tertiary,255,yes,no,1,unknown,no
51,technician,married,secondary,1174,yes,no,1,unknown,no
58,blue-collar,married,primary,66,yes,no,4,unknown,no
36,blue-collar,single,secondary,103,yes,no,5,unknown,no
37,admin.,single,secondary,309,yes,no,3,unknown,no
38,blue-collar,divorced,secondary,226,yes,no,4,unknown,no
39,technician,single,secondary,400,yes,no,2,unknown,no
40,services,married,secondary,771,yes,no,4,unknown,no
46,services,married,unknown,72,yes,no,3,unknown,no
31,management,single,tertiary,2734,yes,no,3,unknown,yes
57,management,married,secondary,39,yes,no,2,unknown,no
33,technician,single,secondary,1064,yes,no,2,unknown,no
42,admin.,divorced,secondary,241,yes,no,3,unknown,yes
31,management,single,tertiary,74,yes,yes,11,unknown,no
35,admin.,divorced,secondary,-133,yes,no,2,unknown,no
34,blue-collar,divorced,primary,0,yes,no,5,unknown,no
51,blue-collar,married,primary,129,yes,no,2,unknown,yes
49,blue-collar,married,secondary,598,yes,no,6,unknown,no
32,services,divorced,secondary,-34,yes,no,2,unknown,no
40,blue-collar,married,secondary,1145,yes,no,4,unknown,no
31,technician,married,secondary,84,no,no,2,unknown,no
33,technician,divorced,secondary,855,yes,no,3,unknown,no
32,management,married,tertiary,3387,yes,no,5,unknown,yes
26,services,single,secondary,-162,yes,no,2,unknown,no
49,self-employed,married,secondary,2576,yes,no,6,unknown,no
29,blue-collar,married,secondary,25,yes,no,5,unknown,no
27,self-employed,single,tertiary,362,yes,no,2,unknown,no
43,blue-collar,married,secondary,5997,yes,no,3,unknown,no
36,technician,married,tertiary,530,yes,no,2,unknown,no
38,services,single,secondary,70,yes,no,3,unknown,no
30,management,single,tertiary,9,yes,yes,2,unknown,no
36,blue-collar,married,secondary,249,yes,no,5,unknown,yes
40,services,single,secondary,65,yes,no,3,unknown,no
24,blue-collar,divorced,secondary,513,yes,no,3,unknown,no
44,services,divorced,secondary,-2,yes,no,5,unknown,no
26,services,single,secondary,0,yes,no,8,unknown,no
33,technician,married,secondary,-204,no,no,3,unknown,no
26,admin.,single,secondary,140,yes,no,5,unknown,no
25,blue-collar,single,secondary,381,yes,no,1,unknown,no
27,blue-collar,married,secondary,5854,no,no,2,unknown,no
37,admin.,married,secondary,-557,yes,yes,15,unknown,no
33,management,married,tertiary,3301,yes,no,2,unknown,no
25,services,married,secondary,806,yes,yes,2,unknown,no
31,technician,single,tertiary,6138,yes,no,5,unknown,no
38,management,married,tertiary,8,yes,no,8,unknown,no
40,blue-collar,married,secondary,5,yes,no,2,unknown,no
39,services,single,secondary,315,yes,no,3,unknown,no
28,blue-collar,single,secondary,3412,yes,no,4,unknown,no
58,blue-collar,married,secondary,238,no,no,8,unknown,no
35,entrepreneur,married,secondary,4872,yes,no,3,unknown,no
36,student,single,secondary,3551,yes,no,9,unknown,no
40,blue-collar,divorced,secondary,0,yes,no,2,unknown,no
30,blue-collar,married,secondary,-99,yes,no,5,unknown,no
43,services,divorced,secondary,7816,yes,no,3,unknown,no
41,blue-collar,single,secondary,6393,yes,no,3,unknown,no
31,housemaid,divorced,primary,168,yes,no,3,unknown,no
32,blue-collar,married,primary,233,yes,no,2,unknown,no
48,blue-collar,married,secondary,1267,yes,no,4,unknown,no
27,management,married,tertiary,54,yes,no,3,unknown,no
43,technician,single,secondary,-266,yes,yes,5,unknown,no
49,blue-collar,married,secondary,3309,yes,no,2,unknown,no
34,admin.,divorced,secondary,1268,yes,no,3,unknown,no
30,management,single,tertiary,355,yes,no,2,unknown,no
32,blue-collar,single,secondary,138,yes,no,2,unknown,no
29,admin.,single,secondary,-349,yes,no,4,unknown,no
38,admin.,married,secondary,1852,yes,no,2,unknown,no
44,management,single,tertiary,-1313,yes,yes,10,unknown,no
38,management,married,tertiary,676,no,no,3,unknown,no
47,blue-collar,married,primary,537,yes,no,3,unknown,no
36,services,married,secondary,-74,yes,no,6,unknown,no
36,services,single,secondary,0,yes,no,4,unknown,yes
27,blue-collar,single,primary,-179,yes,no,2,unknown,no
45,admin.,married,secondary,369,yes,no,5,unknown,no
40,blue-collar,married,primary,1841,yes,no,4,unknown,yes
27,technician,married,secondary,2460,yes,no,2,unknown,no
31,technician,married,tertiary,165,no,no,4,unknown,no
45,self-employed,single,secondary,2762,yes,no,6,unknown,no
31,admin.,single,secondary,862,yes,no,2,unknown,no
37,blue-collar,married,primary,-137,yes,no,5,unknown,no
29,blue-collar,single,secondary,244,yes,no,2,unknown,no
57,retired,married,secondary,32,yes,no,3,unknown,no
54,management,married,tertiary,284,yes,yes,5,unknown,no
34,management,single,tertiary,178,yes,no,2,unknown,no
29,blue-collar,single,secondary,7531,no,no,2,unknown,no
32,blue-collar,single,secondary,574,yes,no,4,unknown,no
30,admin.,married,tertiary,-750,no,no,3,unknown,no
57,admin.,married,secondary,407,yes,yes,3,unknown,no
40,blue-collar,married,secondary,187,yes,no,3,unknown,no
45,blue-collar,married,primary,302,yes,no,3,unknown,no
40,management,single,tertiary,269,yes,no,8,unknown,no
34,blue-collar,married,primary,72,yes,no,3,unknown,no
30,self-employed,married,secondary,220,yes,yes,3,unknown,no
41,blue-collar,married,secondary,780,yes,no,3,unknown,no
34,management,single,tertiary,1012,yes,yes,3,unknown,no
25,entrepreneur,single,tertiary,16874,yes,yes,2,unknown,no
33,services,single,secondary,239,yes,no,2,unknown,no
39,admin.,married,secondary,8,yes,no,6,unknown,no
55,blue-collar,married,primary,135,yes,no,6,unknown,no
40,admin.,single,secondary,1112,yes,no,2,unknown,no
34,entrepreneur,married,secondary,183,yes,no,4,unknown,no
39,blue-collar,married,secondary,11854,yes,no,9,unknown,no
34,services,divorced,secondary,89,yes,no,4,unknown,yes
45,blue-collar,married,primary,1945,yes,no,4,unknown,no
35,technician,single,tertiary,13460,yes,no,3,unknown,yes
26,student,single,primary,177,yes,no,3,unknown,no
34,technician,married,tertiary,11752,yes,no,7,unknown,no
29,management,single,tertiary,1273,yes,no,9,unknown,no
31,admin.,single,secondary,320,yes,no,2,unknown,no
47,services,married,secondary,223,no,no,2,unknown,no
26,self-employed,married,secondary,492,yes,yes,4,unknown,no
59,blue-collar,married,secondary,437,yes,no,4,unknown,no
56,blue-collar,married,primary,827,yes,no,4,unknown,yes
26,blue-collar,single,secondary,474,yes,no,2,unknown,no
28,student,married,tertiary,327,yes,no,3,unknown,no
34,services,married,secondary,190,yes,no,3,unknown,no
42,blue-collar,married,primary,-336,yes,no,6,unknown,no
32,self-employed,married,secondary,329,yes,no,4,unknown,no
33,blue-collar,single,primary,577,yes,no,4,unknown,no
38,admin.,married,secondary,1949,yes,no,3,unknown,no
32,blue-collar,single,secondary,217,yes,no,3,unknown,yes
33,management,married,tertiary,5792,yes,no,2,unknown,no
37,blue-collar,married,secondary,2016,yes,yes,6,unknown,no
33,admin.,single,tertiary,701,yes,no,2,unknown,no
60,management,divorced,tertiary,-4057,yes,no,6,unknown,no
38,blue-collar,married,primary,1428,yes,no,5,unknown,no
26,services,married,secondary,0,yes,no,4,unknown,no
56,services,married,secondary,6503,yes,yes,6,unknown,no
52,admin.,married,secondary,2323,yes,no,4,unknown,no
34,technician,married,tertiary,3743,yes,no,4,unknown,yes
51,technician,married,secondary,614,yes,no,4,unknown,no
22,services,single,secondary,250,yes,no,3,unknown,no
39,services,married,secondary,117,yes,no,2,unknown,yes
28,blue-collar,single,secondary,171,yes,no,2,unknown,no
24,blue-collar,single,secondary,6,yes,no,10,unknown,no
59,blue-collar,married,secondary,32,yes,no,5,unknown,no
37,blue-collar,married,secondary,91,yes,no,5,unknown,no
36,blue-collar,married,primary,0,yes,no,7,unknown,no
28,admin.,single,secondary,3029,yes,no,6,unknown,no
35,blue-collar,married,secondary,3181,yes,no,6,unknown,no
48,services,divorced,secondary,142,yes,no,10,unknown,no
29,technician,single,secondary,-2,yes,yes,5,unknown,no
37,housemaid,single,secondary,465,yes,no,3,unknown,yes
28,admin.,married,secondary,788,yes,no,14,unknown,no
37,housemaid,married,primary,254,yes,no,6,unknown,no
33,management,single,tertiary,62,yes,no,3,unknown,yes
25,services,married,secondary,4522,yes,no,4,unknown,no
47,technician,divorced,secondary,22,no,no,6,unknown,no
28,technician,single,secondary,1589,yes,no,5,unknown,no
54,management,divorced,tertiary,0,yes,no,11,unknown,no
37,blue-collar,single,tertiary,481,no,no,8,unknown,no
23,housemaid,single,primary,93,yes,no,3,unknown,no
34,blue-collar,married,primary,-703,yes,no,2,unknown,no
54,self-employed,divorced,primary,4382,yes,no,4,unknown,no
32,blue-collar,married,secondary,36,yes,no,4,unknown,no
27,admin.,married,secondary,0,yes,yes,5,unknown,no
37,blue-collar,divorced,secondary,333,yes,no,6,unknown,no
48,blue-collar,married,primary,750,yes,no,6,unknown,no
44,admin.,married,secondary,-314,no,no,3,unknown,no
34,blue-collar,married,primary,428,yes,no,2,unknown,no
29,services,single,secondary,9,yes,no,5,unknown,no
31,blue-collar,single,secondary,512,yes,no,8,unknown,no
32,services,married,secondary,1977,yes,yes,4,unknown,no
31,blue-collar,married,primary,54,yes,no,6,unknown,no
44,admin.,married,secondary,185,yes,no,7,unknown,no
57,housemaid,married,primary,151,yes,no,4,unknown,no
23,entrepreneur,single,secondary,1128,yes,no,3,unknown,no
28,technician,married,secondary,1944,yes,no,7,unknown,no
37,admin.,single,secondary,31,yes,no,9,unknown,no
48,blue-collar,married,secondary,5089,yes,no,7,unknown,no
31,services,divorced,secondary,39,yes,no,8,unknown,no
23,student,married,tertiary,-230,yes,no,2,unknown,no
23,blue-collar,single,secondary,39,yes,no,1,unknown,no
32,blue-collar,married,tertiary,143,yes,yes,1,unknown,no
24,blue-collar,single,primary,2129,yes,yes,1,unknown,no
32,technician,single,secondary,483,yes,yes,6,unknown,no
30,technician,married,secondary,769,yes,no,4,unknown,no
27,admin.,single,secondary,0,yes,no,5,unknown,no
33,technician,married,secondary,1844,yes,yes,1,unknown,no
35,management,single,tertiary,331,yes,no,5,unknown,no
31,blue-collar,married,primary,263,yes,no,4,unknown,no
23,services,single,secondary,-229,yes,yes,1,unknown,no
23,admin.,married,secondary,349,yes,no,1,unknown,no
24,technician,single,secondary,-232,yes,no,1,unknown,no
28,blue-collar,married,primary,3267,yes,yes,1,unknown,no
50,entrepreneur,married,tertiary,433,yes,no,4,unknown,no
24,technician,single,secondary,81,yes,no,1,unknown,no
27,management,single,tertiary,3347,no,no,1,unknown,no
33,services,married,secondary,7,yes,yes,1,unknown,no
22,services,single,secondary,344,yes,no,1,unknown,yes
36,management,single,tertiary,10773,yes,no,1,unknown,no
24,services,single,secondary,-92,yes,no,1,unknown,no
41,blue-collar,married,primary,-75,yes,no,1,unknown,no
31,technician,single,secondary,-348,yes,no,1,unknown,no
26,technician,single,secondary,3519,yes,no,1,unknown,no
35,blue-collar,married,secondary,1312,yes,no,1,unknown,no
37,blue-collar,single,secondary,6281,yes,no,1,unknown,no
33,services,married,secondary,-52,yes,no,1,unknown,no
56,management,divorced,tertiary,2959,yes,no,1,unknown,no
33,admin.,single,secondary,1277,yes,no,1,unknown,yes
30,technician,single,secondary,120,yes,no,1,unknown,no
26,management,single,tertiary,-130,yes,no,1,unknown,no
31,blue-collar,married,primary,1654,yes,no,1,unknown,no
43,blue-collar,married,secondary,95,yes,no,1,unknown,no
26,student,single,tertiary,251,yes,no,5,unknown,no
37,admin.,divorced,unknown,471,yes,no,1,unknown,no
31,technician,married,tertiary,4575,yes,no,1,unknown,no
28,management,single,tertiary,788,yes,yes,1,unknown,no
33,admin.,single,secondary,2717,yes,no,1,unknown,no
24,services,single,secondary,258,yes,no,1,unknown,no
29,blue-collar,married,secondary,104,yes,no,4,unknown,yes
43,management,single,tertiary,776,no,no,9,unknown,no
34,self-employed,single,secondary,55,yes,no,1,unknown,no
40,blue-collar,married,primary,2502,yes,no,1,unknown,no
23,student,single,secondary,1029,yes,no,1,unknown,no
44,management,divorced,secondary,5757,yes,no,1,unknown,no
37,admin.,divorced,secondary,5768,yes,no,1,unknown,no
33,admin.,single,secondary,2557,yes,no,1,unknown,no
29,technician,single,secondary,534,yes,no,1,unknown,no
23,services,single,secondary,250,yes,no,1,unknown,no
44,entrepreneur,married,primary,1434,yes,no,3,unknown,no
29,management,single,tertiary,4210,yes,no,1,unknown,no
29,blue-collar,married,primary,248,yes,no,1,unknown,no
32,blue-collar,single,secondary,218,yes,no,1,unknown,no
33,management,married,secondary,588,yes,no,5,unknown,no
58,blue-collar,married,secondary,1075,yes,no,1,unknown,no
44,blue-collar,single,primary,343,yes,yes,7,unknown,no
29,technician,single,secondary,706,yes,no,1,unknown,yes
25,blue-collar,single,secondary,764,yes,no,1,unknown,no
31,blue-collar,married,primary,224,yes,no,1,unknown,no
26,self-employed,single,tertiary,16563,yes,no,1,unknown,no
33,blue-collar,single,secondary,-320,no,no,2,unknown,no
27,blue-collar,single,primary,5,yes,no,1,unknown,no
24,blue-collar,single,secondary,174,yes,yes,1,unknown,yes
31,management,single,secondary,360,yes,no,1,unknown,yes
24,technician,single,secondary,135,yes,yes,1,unknown,no
32,services,single,secondary,687,yes,no,1,unknown,no
28,admin.,single,secondary,2290,yes,no,1,unknown,yes
32,technician,single,tertiary,-770,yes,no,1,unknown,yes
38,blue-collar,single,primary,378,yes,no,1,unknown,no
30,technician,married,secondary,1211,yes,no,1,unknown,no
24,admin.,single,secondary,120,yes,no,1,unknown,no
25,blue-collar,married,secondary,148,yes,no,1,unknown,no
31,blue-collar,married,secondary,255,yes,yes,1,unknown,no
29,housemaid,married,tertiary,96,yes,no,1,unknown,no
41,blue-collar,divorced,primary,-129,yes,no,1,unknown,no
44,admin.,married,secondary,1042,yes,no,1,unknown,no
44,blue-collar,married,primary,401,yes,no,1,unknown,no
31,management,married,tertiary,301,yes,no,6,unknown,no
26,blue-collar,married,secondary,160,yes,no,4,unknown,no
33,blue-collar,married,primary,80,yes,no,1,unknown,no
47,technician,married,secondary,179,yes,no,1,unknown,no
32,admin.,single,secondary,211,yes,no,1,unknown,no
29,technician,single,secondary,1856,yes,yes,1,unknown,no
23,services,single,secondary,495,yes,yes,1,unknown,no
27,blue-collar,single,secondary,513,yes,yes,1,unknown,yes
31,admin.,single,tertiary,493,yes,no,1,unknown,no
30,services,single,secondary,631,yes,no,1,unknown,no
28,admin.,single,secondary,-36,yes,no,1,unknown,no
28,services,single,secondary,290,yes,no,1,unknown,no
32,management,single,tertiary,7290,yes,no,1,unknown,yes
