pid,hid,housenum,p20ans,p21ans,gender,year,age,school,school1,school2,mar,income1,income,job_yes,job2,job,job3,relig,ott_yes,ott_main,ott_freq,ott_weekday_min,ott_weekend_min,ott_min,sns_yes,sns_main,sns_weekday_min,sns_weekend_min,sns_min,sns_purpose,e_com_yes,e_com_freq,satis_1,satis_2,satis_3,mental_1,mental_2,mental_3,mental_4,mental_5,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,neg_9,neg_10,esteem_1,esteem_2,esteem_3,esteem_4,esteem_5,esteem_6,esteem_7,esteem_8,esteem_9,esteem_10
480002,4800,2,1,1,2,1946,75,3,2,5,2,1,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1, ,4,4,4,4,4,3,3,4,4,3,5,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2
490001,4900,1,1,1,2,1964,57,4,3,5,2,10,7,1,1,1,52,2,2, , , , ,0,2, , , ,0, ,1, ,6,6,6,6,6,6,5,5,4,4,6,2,3,5,3,2,3,1,2,2,3,2,1,1,2,3,3,3,3,3,2,2,3,2,3
490003,4900,3,1,1,1,1995,26,5,4,5,1,1,1,2, ,0, ,2,1,1,4,120,120,240,2, , , ,0, ,1,4,6,5,5,4,4,5,5,5,4,4,4,3,3,2,3,2,2,3,3,3,3,2,2,3,3,1,1,2,1,2,2,2,3,2,2
500001,5000,1,1,1,2,1961,60,4,3,5,2,5,4,1,3,3,42,2,1,10,5,30,30,60,1,12,30,30,60,1,1, ,5,5,5,4,4,4,5,5,5,6,5,4,4,3,3,1,1,2,2,2,2,1,1,1,1,2,2,2,3,3,2,3,3,2,2
510001,5100,1,1,1,2,1944,77,2,1,5,3,6,5,1,3,3,53,1,2, , , , ,0,2, , , ,0, ,1, ,3,3,3,2,2,3,2,3,5,5,4,2,3,5,4,2,2,1,2,3,3,2,2,2,2,2,2,2,1,1,2,1,3,2,2
520001,5200,1,1,1,1,1961,60,4,3,5,2,7,5,1,1,1,76,2,1,10,5,60,60,120,2, , , ,0, ,2, ,6,6,6,5,5,6,5,6,5,5,5,4,4,3,3,2,2,1,1,1,2,2,1,1,1,3,3,3,3,2,2,3,3,2,2
520002,5200,2,1,1,2,1972,49,4,3,5,2,5,4,1,1,1,52,2,1,10,6,30,30,60,1,15,20,20,40,1,1,24,6,6,5,6,6,5,5,6,6,6,5,1,1,1,2,1,1,1,1,2,2,1,1,1,1,3,2,2,3,2,2,3,3,2,1
530001,5300,1,1,1,1,1948,73,3,2,5,2,5,4,1,1,1,94,2,2, , , , ,0,2, , , ,0, ,1, ,4,4,4,3,3,4,4,3,4,4,4,2,2,4,3,3,3,2,2,2,3,3,2,3,3,2,2,2,1,1,2,1,2,2,2
530002,5300,2,1,1,2,1947,74,3,2,5,2,1,1,2, ,0, ,2,1,10,5,20,30,50,2, , , ,0, ,1, ,4,4,3,4,3,5,5,4,4,4,4,2,3,3,3,1,2,3,2,3,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2
530003,5300,3,1,1,1,1969,52,4,3,5,2,8,6,1,1,1,31,2,2, , , , ,0,2, , , ,0, ,1, ,5,5,4,4,4,6,5,5,5,5,5,2,3,2,3,2,2,3,3,3,3,2,2,3,3,2,2,1,2,1,3,3,3,2,2
530004,5300,4,1,1,2,1972,49,4,3,5,2,5,4,1,1,1,52,2,1,10,2,180,180,360,1,15,30,30,60,1,1,24,4,4,4,4,4,3,5,4,4,4,4,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2
540001,5400,1,1,1,1,1947,74,3,2,5,2,11,7,1,1,1,94,2,2, , , , ,0,2, , , ,0, ,1, ,5,5,4,4,6,5,5,5,5,5,5,2,3,4,4,3,3,2,2,3,2,3,3,2,3,3,2,2,3,2,3,3,3,3,3
540002,5400,2,1,1,2,1957,64,3,2,5,2,1,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1, ,4,4,4,5,5,5,4,5,5,5,5,4,3,4,4,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,3,3,3
540003,5400,3,1,1,2,1988,33,4,3,5,1,5,4,1,1,1,52,2,1,10,2,60,60,120,2, , , ,0, ,1,36,4,4,4,5,5,6,4,4,4,4,4,2,3,2,3,1,1,2,1,2,2,1,1,1,1,2,2,3,2,3,3,3,3,3,3
550001,5500,1,1,1,1,1945,76,2,1,5,4,4,4,1,1,1,94,2,1,10,3,30,30,60,2, , , ,0, ,1, ,4,4,4,5,4,4,5,4,4,4,4,3,3,4,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2
550002,5500,2,1,1,1,1981,40,4,3,5,2,6,5,1,1,1,75,2,1,10,2,60,60,120,1,16,60,60,120,1,1,24,4,4,5,6,6,5,5,4,6,6,6,3,2,2,2,2,2,1,2,1,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2
550003,5500,3,1,1,2,1983,38,4,3,5,2,7,5,1,1,1,31,2,1,10,2,30,30,60,1,12,10,20,30,1,1,24,6,6,5,6,6,6,5,5,5,5,5,4,4,4,4,2,1,2,2,2,1,1,1,2,1,4,3,2,3,2,3,3,2,1,1
560001,5600,1,1,1,1,1974,47,5,4,5,2,10,7,1,1,1,27,2,1,10,4,30,30,60,1,15,30,60,90,1,1,24,6,6,5,5,4,4,5,3,5,6,5,4,3,3,2,2,1,1,2,1,1,1,2,2,1,2,3,1,3,3,3,2,2,1,2
560002,5600,2,1,1,2,1977,44,4,3,5,2,1,1,2, ,0, ,2,1,10,5,60,60,120,1,15,30,30,60,1,1,24,6,6,6,5,4,4,4,4,6,6,6,5,5,5,5,2,2,1,2,1,1,1,2,2,1,2,2,1,3,3,3,2,2,2,2
570001,5700,1,1,1,1,1958,63,4,3,5,2,8,6,1,1,1,82,1,1,10,2,30,30,60,1,16,20,20,40,1,1,12,6,6,5,6,6,6,6,5,6,6,6,5,5,5,5,2,2,1,2,2,1,1,2,1,1,3,3,1,3,2,3,3,2,2,1
570002,5700,2,1,1,2,1958,63,4,3,5,2,5,4,1,1,1,52,1,1,10,2,30,30,60,2, , , ,0, ,1, ,6,6,5,6,6,6,5,5,5,5,5,4,4,5,5,2,2,1,2,2,1,1,2,1,2,4,3,1,2,3,3,2,2,1,1
580001,5800,1,1,1,1,1944,77,3,2,5,2,9,6,1,3,3,44,2,2, , , , ,0,2, , , ,0, ,1, ,5,4,4,4,4,5,5,5,5,5,4,4,2,2,2,1,1,2,2,2,2,3,2,3,3,3,2,3,3,3,3,3,2,2,2
580002,5800,2,1,1,2,1948,73,3,2,5,2,1,1,2, ,0, ,2,2, , , , ,0,1,12,30,30,60,2,1, ,5,4,4,5,4,4,5,5,5,5,4,3,2,2,2,1,2,2,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2,2,1
590001,5900,1,1,1,1,1975,46,4,3,5,1,8,6,1,1,1,85,2,1,10,5,30,30,60,2, , , ,0, ,1, ,5,5,5,4,4,3,5,4,6,6,6,2,2,4,3,2,3,3,3,2,2,2,3,3,2,2,2,1,3,2,3,2,2,2,2
600002,6000,2,1,1,2,1962,59,3,2,5,2,5,4,1,1,1,44,2,2, , , , ,0,1,12,30,30,60,1,1, ,5,5,4,6,5,6,6,5,6,6,6,3,2,3,3,1,1,2,2,2,3,3,3,3,3,3,2,3,2,3,3,3,2,2,2
600004,6000,4,0,1,1,1992,29,5,4,5,1,7,5,1,1,1,31,2,1,1,6,120,150,270,1,15,30,60,90,1,1,24,6,6,5,5,5,5,4,4,6,6,6,3,4,4,4,2,3,3,3,3,3,1,2,2,3,3,3,1,2,1,3,3,3,2,2
600005,6000,5,1,1,1,1996,25,5,4,5,1,1,1,2, ,0, ,2,1,1,1,90,90,180,1,15,30,60,90,1,1,10,6,6,6,5,4,6,6,5,6,6,5,5,4,5,5,2,2,3,3,3,3,2,2,2,2,3,3,1,2,1,3,3,2,2,2
610001,6100,1,1,1,2,1991,30,5,4,5,1,8,6,1,1,1,31,2,1,1,6,60,60,120,1,15,30,30,60,1,1,24,6,6,6,5,5,6,6,5,6,6,5,5,4,5,5,2,2,2,3,3,3,2,2,3,2,3,3,1,1,1,3,3,2,2,2
620001,6200,1,1,1,2,1983,38,5,4,5,1,8,6,1,1,1,31,2,1,1,5,60,60,120,1,15,30,30,60,1,1,36,6,6,6,5,4,6,6,6,6,6,5,5,5,4,4,2,3,3,3,3,2,2,2,3,2,3,3,2,2,2,3,3,2,2,2
630001,6300,1,1,1,1,1978,43,5,4,5,2,10,7,1,1,1,31,2,1,10,5,30,30,60,1,12,20,20,40,1,1,3,6,6,6,5,5,5,6,5,5,5,4,4,2,2,2,3,2,2,1,3,1,3,2,2,2,3,3,3,3,3,3,2,2,3,3
630002,6300,2,1,1,2,1980,41,4,3,5,2,5,4,1,1,1,31,2,1,10,6,30,30,60,1,12,10,10,20,1,1,60,5,4,4,5,6,6,4,4,5,5,5,4,4,3,3,3,2,2,2,2,2,2,3,2,2,3,3,2,3,2,3,3,3,3,3
640001,6400,1,1,1,2,1963,58,4,3,5,2,8,6,1,1,1,94,2,1,10,5,25,25,50,2, , , ,0, ,1, ,5,5,4,4,4,5,5,5,4,4,4,3,3,4,4,2,2,2,3,3,2,3,1,2,2,3,3,3,3,3,2,2,1,2,2
650002,6500,2,1,1,2,1940,81,2,1,5,2,1,1,2, ,0, ,2,1,10,3,30,30,60,2, , , ,0, ,1, ,5,4,4,5,5,5,4,4,5,5,6,2,2,2,2,3,3,1,2,1,3,3,2,2,2,2,2,1,2,1,3,3,3,2,2
660001,6600,1,1,1,1,1962,59,4,3,5,2,11,7,1,2,2,71,2,1,10,1,120,240,360,2, , , ,0, ,2, ,6,5,5,4,4,5,5,4,5,4,4,2,1,1,3,2,1,2,3,1,1,2,2,1,2,3,3,1,4,2,4,3,4,2,2
660002,6600,2,1,1,2,1965,56,5,4,5,2,8,6,1,1,1,24,2,1,10,5,30,30,60,1,12,30,30,60,1,1,120,5,6,7,6,5,5,4,5,5,4,6,2,3,2,3,1,2,2,1,1,1,1,1,1,1,4,4,1,4,2,4,3,4,2,1
660004,6600,4,1,1,1,1993,28,5,4,5,1,7,5,1,1,1,81,2,1,10,3,30,30,60,1,1,30,30,60,1,1,120,5,5,5,5,6,5,5,4,5,6,5,3,2,1,2,1,2,2,1,2,2,1,2,2,1,3,3,1,3,2,4,4,3,2,1
670001,6700,1,1,1,1,1966,55,5,4,5,2,8,6,1,1,1,43,1,1,10,1,90,90,180,1,12,30,30,60,1,1,120,5,5,4,5,5,4,5,5,6,5,5,1,1,1,1,3,2,1,2,2,2,3,2,2,2,4,3,1,2,2,2,3,3,3,2
670002,6700,2,1,1,2,1968,53,5,4,5,2,1,1,2, ,0, ,1,1,10,1,90,120,210,1,1,60,90,150,1,1, ,5,5,5,4,5,5,5,5,5,6,6,3,1,2,2,1,1,1,1,1,2,1,1,1,1,4,4,1,2,1,4,4,3,1,1
680002,6800,2,1,1,2,1937,84,4,3,5,2,1,1,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,3,3,3,2,2,2,2,2,3,3,2,2,2,3,3,2,1,1,1,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2
690001,6900,1,1,1,1,1966,55,6,5,5,2,10,7,1,1,1,26,1,1,4,1,60,60,120,1,12,90,150,240,2,1,60,6,6,6,6,5,5,5,5,5,6,6,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,4,1,4,1,4,4,4,1,1
690002,6900,2,1,1,2,1969,52,5,4,5,2,6,5,1,1,1,24,1,1,10,1,120,180,300,1,1,60,90,150,3,1,180,6,5,5,6,7,7,6,6,7,6,6,1,1,1,1,2,2,2,1,1,1,1,1,1,1,4,4,1,4,1,4,4,4,2,2
700001,7000,1,1,1,1,1959,62,5,4,5,2,10,7,1,1,1,51,1,1,10,3,60,90,150,1,12,20,30,50,3,2, ,5,4,6,5,5,6,6,6,6,6,5,3,1,1,1,3,3,3,2,3,3,3,4,4,3,3,3,4,3,3,3,3,4,4,3
700002,7000,2,1,1,2,1966,55,4,3,5,2,6,5,1,1,1,42,1,1,8,2,60,90,150,1,16,30,30,60,2,1,60,5,5,5,4,5,5,5,5,5,5,5,3,2,2,2,3,3,3,2,1,2,2,2,2,1,3,3,3,3,3,4,3,3,3,2
710001,7100,1,0,1,1,1967,54,5,4,5,2,10,7,1,1,1,22,1,1,10,1,120,150,270,1,12,30,60,90,1,1,120,5,5,4,5,5,5,4,5,6,5,5,3,2,2,2,3,2,1,2,2,2,2,1,1,1,4,3,3,3,3,4,4,4,3,3
710002,7100,2,0,1,2,1971,50,4,3,5,2,1,1,2, ,0, ,1,1,10,1,60,90,150,1,15,30,90,120,2,1,12,5,5,5,6,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,4,4,4,3,3,3,2,2
710003,7100,3,0,1,2,1997,24,5,4,1,1,1,1,2, ,0, ,1,1,10,1,90,180,270,1,15,90,150,240,1,1,120,6,6,5,7,6,6,6,5,6,5,5,2,2,2,2,1,1,1,1,2,1,1,1,1,1,3,3,1,4,1,4,4,4,2,2
710004,7100,4,0,1,2,1999,22,5,4,1,1,1,1,2, ,0, ,1,1,8,1,60,90,150,1,2,30,30,60,1,1,120,6,6,5,7,6,6,6,5,6,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,4,4,4,4,4,4,4
720002,7200,2,1,1,2,1983,38,5,4,5,2,1,1,2, ,0, ,1,1,10,1,150,180,330,1,15,90,150,240,4,1,180,5,5,5,5,5,5,6,6,5,5,4,1,1,1,1,3,4,3,2,3,2,2,1,2,2,3,3,3,2,3,3,3,3,2,2
730001,7300,1,1,1,1,1961,60,5,4,5,2,10,7,1,3,3,51,1,1,10,1,60,60,120,1,12,30,30,60,1,2, ,5,5,5,6,4,5,5,5,5,4,6,4,3,3,4,2,2,1,2,1,1,2,1,1,1,4,4,1,3,2,3,3,3,1,1
730002,7300,2,1,1,2,1965,56,5,4,5,2,7,5,1,1,1,44,1,1,10,1,60,60,120,1,12,30,30,60,1,1, ,5,5,5,5,4,5,6,5,5,5,5,3,4,3,3,3,2,2,3,2,1,1,1,2,2,3,3,2,2,2,3,3,4,2,2
730003,7300,3,0,1,2,1991,30,5,4,5,1,6,5,1,1,1,52,1,1,10,1,90,150,240,1,2,60,60,120,1,1,120,6,6,5,7,6,6,4,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,4,4,4,1,1
740001,7400,1,1,1,1,1964,57,5,4,5,2,11,7,1,2,2,51,2,1,10,5,30,30,60,1,12,20,20,40,1,2, ,5,4,2,5,4,6,3,4,5,5,5,2,3,2,3,3,2,1,2,2,2,1,2,1,2,4,4,1,3,2,3,3,4,2,3
740002,7400,2,1,1,2,1968,53,4,3,5,2,1,1,2, ,0, ,2,1,10,4,30,0,30,1,15,30,30,60,3,1,180,4,7,4,5,3,5,4,2,6,7,5,3,5,4,4,3,3,1,2,4,2,2,1,2,1,4,4,1,3,2,4,4,4,2,2
740004,7400,4,0,1,2,1996,25,5,4,5,1,6,5,1,1,1,25,2,1,10,5,60,60,120,1,12,30,30,60,3,1,240,6,5,6,6,6,6,4,5,5,6,5,3,2,2,3,1,1,1,1,1,1,1,1,1,1,3,4,1,3,1,4,4,4,2,2
750002,7500,2,1,1,2,1963,58,5,4,5,2,1,1,2, ,0, ,1,1,10,1,120,120,240,1,12,10,10,20,4,1, ,5,6,5,5,5,6,6,5,5,4,6,5,3,3,3,2,2,1,1,2,3,1,2,2,1,3,2,1,3,2,2,3,2,4,1
750003,7500,3,0,1,2,1989,32,5,4,5,1,7,5,1,3,3,42,1,1,10,1,60,60,120,1,15,30,30,60,1,1,240,4,4,5,6,6,5,6,4,6,4,5,3,2,2,2,3,3,2,2,1,1,1,1,1,2,3,4,2,4,1,4,4,4,2,2
750004,7500,4,1,1,2,1993,28,5,4,5,2,5,4,1,1,1,52,1,1,8,1,90,60,150,1,15,90,60,150,4,1,120,6,6,6,6,5,5,4,5,6,6,5,7,6,4,4,1,2,3,2,2,3,1,2,1,2,3,2,1,3,2,3,2,3,2,1
760002,7600,2,1,1,2,1965,56,4,3,5,2,6,5,1,1,1,81,1,1,10,3,60,120,180,1,16,20,20,40,1,1,120,5,6,4,5,6,6,5,5,6,5,4,3,3,4,3,1,1,1,1,1,1,1,1,1,1,4,4,1,3,1,3,3,4,2,2
780001,7800,1,1,1,1,1933,88,3,2,5,2,1,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,3,3,3,4,4,3,4,3,5,5,5,2,3,2,3,3,3,2,2,1,2,1,1,1,1,2,3,3,3,1,2,1,2,2,2
780002,7800,2,1,1,2,1932,89,2,1,5,2,1,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,3,3,2,3,3,3,2,2,3,2,5,3,2,4,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,1,1,2,1,2,2
810001,8100,1,1,1,1,1950,71,4,3,5,2,6,5,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,4,4,4,4,4,4,4,4,4,4,5,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,1,1
810002,8100,2,1,1,2,1955,66,4,3,5,2,3,3,1,1,1,44,1,2, , , , ,0,2, , , ,0, ,2, ,5,4,5,4,4,4,5,2,4,4,4,5,2,4,5,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,2,1,2
810101,8101,1,1,1,1,1990,31,5,4,5,1,9,6,1,1,1,22,1,1,10,1,360,360,720,1,15,30,30,60,4,1,60,6,7,4,6,6,6,6,1,6,6,6,6,6,4,5,1,1,1,1,1,1,1,1,2,1,4,4,1,4,1,4,3,2,1,2
820001,8200,1,1,1,1,1970,51,5,4,5,2,12,8,1,1,1,23,1,1,10,2,30,60,90,1,2,10,10,20,1,1,8,5,5,5,5,5,5,6,5,5,5,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,2
820002,8200,2,1,1,2,1973,48,5,4,5,2,1,1,2, ,0, ,1,1,10,2,60,60,120,1,2,10,10,20,3,1,24,5,4,5,5,5,5,4,5,5,5,3,3,3,1,3,2,2,3,2,2,2,2,2,1,2,3,2,2,3,3,3,3,3,3,3
820003,8200,3,1,1,1,2002,19,5,4,1,1,1,1,2, ,0, ,1,1,10,1,120,180,300,1,2,20,20,40,2,1,24,5,5,5,5,5,5,5,6,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,4,3,3,3,3
820004,8200,4,1,1,2,2005,16,4,3,1,1,1,1,2, ,0, ,1,1,10,4,20,20,40,1,2,20,20,40,1,2, ,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,2,3,2,2,2,2,3,2,2,2,3,2,1,2,2,3,2,2,2,2
820005,8200,5,1,1,2,1946,75,2,1,5,3,2,2,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,5,5,5,4,3,4,4,4,4,4,3,3,4,3,3,3,2,2,3,3,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2
830001,8300,1,1,1,1,1970,51,5,4,5,2,12,8,1,1,1,22,1,1,10,3,30,30,60,1,2,10,10,20,1,1,12,5,5,5,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,3
830002,8300,2,1,1,2,1972,49,5,4,5,2,12,8,1,1,1,22,1,1,10,4,30,30,60,1,2,15,15,30,1,1,24,4,4,4,5,4,4,4,3,5,5,5,3,3,3,3,2,2,3,3,2,2,2,2,2,2,3,2,3,2,2,2,3,3,2,2
830003,8300,3,1,1,2,1999,22,5,4,1,1,1,1,2, ,0, ,1,1,1,2,60,60,120,1,15,10,10,20,1,1,24,5,5,5,5,4,4,5,4,5,5,5,3,3,3,3,2,3,2,2,3,3,2,2,2,2,3,2,2,3,3,2,2,2,2,2
830004,8300,4,1,1,2,2004,17,4,3,1,1,1,1,2, ,0, ,1,1,10,3,60,60,120,1,2,10,10,20,1,1,12,5,5,5,5,6,5,5,5,5,6,6,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2
870001,8700,1,1,1,1,1962,59,5,4,5,2,11,7,1,1,1,31,2,1,10,3,30,60,90,1,2,10,10,20,1,1, ,5,5,5,4,4,4,4,3,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,1,2
870002,8700,2,1,1,2,1967,54,5,4,5,2,1,1,2, ,0, ,1,1,10,2,120,120,240,1,2,10,10,20,1,1,12,4,4,4,5,4,4,5,4,5,5,5,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,1,3,3,3,3,3,2,2
870003,8700,3,1,1,2,1998,23,5,4,1,1,1,1,2, ,0, ,1,1,8,3,60,60,120,1,2,15,15,30,1,1,24,4,4,4,4,3,3,3,3,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,2,1,1
890001,8900,1,0,1,1,1962,59,5,4,5,2,16,8,1,2,2,23,2,1,10,4,20,20,40,1,2,10,10,20,2,1,24,6,5,6,5,4,5,5,5,5,5,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,3,2,3,3,2,2,3,2,2,3
890002,8900,2,0,1,2,1964,57,4,3,5,2,1,1,2, ,0, ,2,1,10,2,60,60,120,2, , , ,0, ,1,12,5,5,5,4,3,4,4,4,4,4,3,5,3,3,5,3,2,2,3,3,3,2,2,3,3,3,2,3,2,3,3,2,3,3,3
890003,8900,3,0,1,2,1994,27,5,4,5,1,7,5,1,1,1,28,2,1,10,1,60,180,240,1,2,30,30,60,1,1,24,5,5,5,5,5,5,5,5,5,5,2,2,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,1,1
890004,8900,4,0,1,1,1995,26,5,4,1,1,1,1,2, ,0, ,2,1,10,4,120,60,180,1,2,20,20,40,1,1,4,3,4,3,5,4,5,4,4,3,3,4,5,5,4,4,3,3,2,2,3,3,3,3,3,3,2,3,2,2,2,2,3,3,2,2
890005,8900,5,0,1,2,1931,90,2,1,5,3,2,2,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2,1,1,2,2,2
900001,9000,1,1,1,1,1963,58,4,3,5,2,5,4,1,1,1,52,1,1,10,4,30,60,90,1,12,20,20,40,1,1,12,5,4,5,4,3,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,3
900002,9000,2,1,1,2,1966,55,4,3,5,2,12,8,1,2,2,42,1,1,10,4,30,30,60,1,12,10,20,30,2,1,12,5,5,5,3,4,4,4,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,1,2
900003,9000,3,1,1,1,1991,30,5,4,5,1,7,5,1,1,1,22,1,1,10,4,20,20,40,1,2,20,20,40,2,1,24,4,4,4,3,4,3,3,4,5,5,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,3,2,1,2,2,2,2,2,1,2
900004,9000,4,1,1,1,1994,27,5,4,5,1,1,1,2, ,0, ,1,1,10,4,30,60,90,1,15,10,10,20,2,1,24,4,3,4,4,3,3,4,4,4,4,3,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,2,2,2,3,3,2,2,2,2
930001,9300,1,1,1,1,1951,70,4,3,5,2,8,6,1,1,1,31,2,1,10,4,10,10,20,2, , , ,0, ,1, ,4,4,4,5,5,4,4,4,5,5,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,1,3,2,3,4,3,1,1
930002,9300,2,1,1,2,1958,63,4,3,5,2,8,6,1,3,3,51,2,1,10,4,10,10,20,2, , , ,0, ,1, ,5,5,5,5,4,4,5,4,5,5,6,2,3,2,2,3,3,3,4,3,3,3,3,2,3,3,3,1,3,2,3,2,3,1,1
940001,9400,1,1,1,1,1964,57,5,4,5,2,7,5,1,3,3,89,1,1,10,3,60,60,120,1,16,20,20,40,1,2, ,5,6,6,5,4,5,5,6,6,6,6,3,2,2,2,3,2,3,1,2,2,1,1,1,1,3,4,1,3,2,4,4,4,2,1
940002,9400,2,1,1,2,1968,53,4,3,5,2,4,4,1,1,1,52,1,1,10,2,30,30,60,1,12,40,40,80,1,1,180,6,6,6,5,6,7,5,5,6,6,5,2,2,2,2,1,1,1,2,1,1,2,2,1,1,3,4,1,4,2,4,4,4,1,1
940003,9400,3,1,1,2,1991,30,5,4,5,1,6,5,1,1,1,28,1,1,10,2,60,120,180,1,15,90,90,180,2,1,120,6,6,6,5,6,7,6,6,6,7,6,3,2,2,2,2,2,2,2,1,1,1,2,1,1,3,3,1,4,2,4,4,4,1,1
960002,9600,2,1,1,2,1975,46,5,4,5,2,1,1,2, ,0, ,1,1,10,4,30,30,60,1,15,60,60,120,4,1,180,5,4,6,4,3,5,4,3,6,6,6,2,3,1,1,2,2,2,2,2,2,2,2,2,2,4,4,1,3,2,4,3,4,1,2
960003,9600,3,1,1,1,2006,15,3,2,1,1,1,1,2, ,0, ,1,1,10,3,60,60,120,1,15,60,60,120,2,2, ,5,5,6,5,4,3,2,3,4,6,6,2,1,2,1,2,2,2,2,1,1,1,1,2,2,3,4,4,3,2,4,4,4,1,1
960004,9600,4,1,1,2,2008,13,3,2,1,1,1,1,2, ,0, ,1,1,10,4,60,120,180,1,15,90,90,180,4,2, ,4,4,4,4,3,3,3,3,5,5,5,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,3,1,3,2,3,3,4,2,2
970001,9700,1,1,1,1,1948,73,3,2,5,2,6,5,1,1,1,94,1,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,4,5,4,4,4,4,3,2,2,1,2,3,3,3,2,3,3,2,3,2,2,3,3,1,3,3,2,3,3,1,1
970002,9700,2,1,1,2,1950,71,2,1,5,2,1,1,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,1, ,4,4,4,5,4,5,4,4,4,4,3,2,2,2,2,3,1,1,1,1,1,1,1,1,1,3,3,1,4,3,3,3,2,1,1
980001,9800,1,1,1,1,1960,61,5,4,5,2,10,7,1,1,1,86,1,1,10,4,60,60,120,1,2,30,30,60,1,1,5,5,4,3,4,6,5,4,3,4,5,5,3,3,2,2,1,1,1,2,2,1,2,3,2,1,2,3,1,2,1,2,3,2,1,1
980002,9800,2,1,1,2,1960,61,4,3,5,2,6,5,1,1,1,95,1,1,10,5,60,60,120,1,16,20,0,20,1,1, ,6,5,4,5,5,5,4,4,5,7,7,2,4,3,4,2,2,2,1,1,2,2,3,1,1,2,3,1,2,2,3,3,3,2,2
980003,9800,3,1,1,2,1982,39,5,4,5,2,6,5,1,1,1,32,1,1,10,1,60,120,180,1,15,60,60,120,1,1,180,5,4,5,5,5,4,5,5,5,4,3,2,1,1,1,3,3,2,1,2,2,2,1,1,1,3,4,2,1,3,2,3,4,2,2
980004,9800,4,1,1,1,1980,41,5,4,5,2,8,6,1,1,1,31,1,1,10,1,60,240,300,1,15,30,30,60,2,1,60,4,3,3,5,4,3,3,4,4,4,4,3,2,3,3,2,3,3,2,1,2,2,1,1,1,3,3,2,1,2,2,3,3,3,2
1000001,10000,1,1,1,1,1977,44,5,4,5,2,8,6,1,1,1,75,1,1,10,1,120,120,240,1,12,30,30,60,1,1,60,5,5,5,5,5,5,5,5,5,6,5,3,3,2,3,1,1,1,1,1,1,1,1,1,1,4,4,1,3,1,4,4,4,2,1
