면적,층수,연수,구,가격
40.136,4,10,영등포,6.35
16.93,13,11,강북구,1.71
36.88,1,18,구로구,3.93
59.58,10,16,은평구,6.2
124.8,3,35,은평구,6
84.91,5,36,노원구,8.9
95.88,7,16,종로구,13.8
84.96,13,15,강동구,10
84.98,6,10,동대문,9.4
59.76,4,25,영등포,5.79
111.6031,9,9,송파구,17.5
59.4,15,22,강동구,7.5
114.9984,1,20,은평구,8.9
106.48,7,19,마포구,8.6
84.98,6,34,강북구,4.7
84.81,5,15,노원구,6.35
59.91,2,5,동대문,8.75
84.98,23,8,성동구,17
114.46,1,28,성동구,10.3
59.76,5,28,중랑구,5.5
84.9,1,25,노원구,6.45
71.18,6,20,강서구,4.98
84.97,3,4,양천구,9.6
58.65,5,32,강서구,7.5
43.2,7,36,양천구,5
59.97,6,1,은평구,10.7
84.244,8,5,강동구,16.225
115.78,12,21,영등포,17.2
74.92,5,2,강북구,5.385
59.996,3,3,노원구,6.8
92.07,1,37,양천구,14.9
84.039,2,9,영등포,10.6
84.95,3,25,강서구,6.8
59.34,19,26,금천구,5
84.993,6,5,양천구,13.5
84.3,8,10,서초구,13.8
84.95,3,5,은평구,9.9
57.63,6,25,중구,8.1
41.3,11,36,노원구,5.05
84.98,13,21,도봉구,6.9
84.84,11,22,금천구,6.45
41.3,3,35,노원구,3.5
76.41,7,35,동대문,6
122.3,2,37,양천구,18.3
48.18,10,31,동작구,4.85
84.94,10,29,도봉구,5.4
58.68,13,24,강동구,5.2
138.96,21,20,서초구,26.5
65.08,5,38,양천구,17.5
61.52,7,36,도봉구,6.35
71.98,16,7,영등포,12.75
81.14,13,41,송파구,12.9
84.705,19,21,강북구,6.57
59.7,6,25,강서구,7.59
59.94,10,23,노원구,6.3
84.844,13,21,성북구,7.875
84.6865,5,20,도봉구,5.7
151.76,8,37,양천구,26
84.96,10,37,서초구,21.3
84.86,7,32,도봉구,6.3
84.98,18,3,송파구,11
84.99,13,16,서대문,7.7
53.88,4,38,양천구,14.6
59.959,9,19,중랑구,5.6
80.54,2,21,성북구,7.9
34.44,4,30,노원구,3
84.99,34,6,송파구,20
84.72,11,23,동대문,6.83
68.15,10,22,마포구,5.99
84.9673,11,21,성동구,14.95
51.12,4,37,강동구,4.5
84.6,14,29,노원구,6.4
84.93,10,31,강서구,8.28
58.01,1,37,노원구,5
84.99,13,21,광진구,11.5
45.9,12,35,노원구,4.1
59.6,20,14,강북구,6.8
84.99,15,16,송파구,22.5
84.83,4,26,은평구,5.55
72.969,8,5,서대문,8.5
49.8,15,25,양천구,5.88
36.34,2,35,도봉구,3.25
59.92,9,21,마포구,8.25
45.9,11,35,노원구,3.85
63.78,9,31,강북구,5.2
84.47,15,38,영등포,9.6
59.9932,8,14,은평구,7.45
110.66,13,6,송파구,24.5
84.97,7,36,노원구,7.9
84.74,17,8,강동구,14.5
84.65,8,23,관악구,7.875
64.4,6,38,영등포,7.8
59.98,9,10,관악구,7.8
82.17,2,18,양천구,4.48
84.98,17,5,성북구,10.2
44.64,12,26,구로구,4.2
79.52,4,20,강동구,7
32.76,9,23,서대문,4.9
58.72,8,34,성동구,10.9
59.97,12,10,동대문,9.5
121.93,1,10,동대문,15
84.99,3,6,송파구,19.1
84.66,12,21,동대문,7
114.756,11,22,양천구,19.9
71.49,4,20,강동구,5.7
84.99,1,21,성동구,10.6
89.46,4,33,금천구,4.51
22.17,5,13,종로구,1.54
56.76,2,36,양천구,11
95.4,10,40,강남구,21.2
67.21,2,47,동대문,6.3
84.9571,3,15,서초구,22.15
121.48,7,14,서초구,29.5
84.67,4,5,강북구,7.9
58.14,11,29,강서구,6.5
84.92,15,12,동대문,10.5
84.82,12,10,중랑구,6.9
64.85,21,17,동대문,8.31
59.0362,11,6,서대문,5.45
114.03,5,21,마포구,17.5
84.8,3,16,송파구,19.9
84.71,9,20,강북구,6
59.82,29,27,광진구,11.6
84.98,3,10,동대문,10.8
101.97,11,30,강남구,18.45
59.967,1,5,강남구,17
59.4,13,25,마포구,10.45
18.92,10,9,동대문,1.5
84.97,15,27,강남구,17.5
33.18,1,32,강남구,8.1
115.78,12,21,영등포,17.2
15.97,10,10,중구,1.63
84.29,4,14,강북구,8.17
18.92,6,9,동대문,1.3
59.983,5,5,성동구,12.7
58.14,6,29,노원구,6.85
84.95,16,7,서초구,24.6
84.99,1,16,성북구,7.5
58.03,17,17,구로구,7.25
84.88,11,22,양천구,16
84.99,15,5,동대문,11.2
59.052,3,5,강동구,10
38.94,6,10,도봉구,3.2
80.01,18,30,구로구,8.2
114.88,14,19,성동구,12.25
59.97,5,24,은평구,8.5
59.83,7,13,강동구,7.35
30.32,6,1,강북구,2.83
45.55,10,25,영등포,5.2
84.9704,15,6,동작구,13.5
59.789,3,3,은평구,7.425
84.97,17,21,마포구,11.975
59.981,4,5,강동구,10.2499
114.24,6,25,노원구,6.5
146.39,13,21,종로구,18.5
84.99,25,16,송파구,19.75
84.74,12,19,마포구,10.9
59.8848,9,18,강남구,18.2
39.98,12,32,강남구,8.65
84.32,13,31,동작구,10.1
13.265,13,10,강동구,1.23
84.29,17,23,동대문,8
59.95,15,24,구로구,5.1
84.98,6,4,양천구,10.3
59.38,12,25,강서구,7.5
84.98,7,8,성동구,15.7
84.349,4,16,강남구,25.6
59.88,16,8,성동구,13.75
59.936,7,20,성동구,8.2
84.9903,15,11,강서구,12.1
84.77,2,28,노원구,10.1
59.93,8,11,서초구,10.6
59.84,1,24,성동구,5.9
39.78,14,34,노원구,4.6
84.63,2,32,양천구,11.55
84.97,10,27,강남구,17.5
97.27,6,21,영등포,16.35
108.338,3,40,송파구,16
101.9,34,14,중랑구,10.5
33.28,4,38,노원구,5.85
51.77,5,11,송파구,9.1
84.79,2,32,영등포,6.4
84.96,16,27,영등포,9.6
99,4,45,송파구,19.7
84.98,15,20,강동구,11.3
84.82,12,31,서초구,17.85
59.91,4,27,강서구,5.1
74.54,1,31,강남구,18.5
36.2275,18,2,은평구,4.5
59.86,3,21,동대문,7.5
122.01,3,26,성동구,14.8
49.6,4,25,노원구,4.1
50.54,2,38,마포구,9
59.988,7,16,성북구,6.25
49.94,9,33,도봉구,6
84.974,23,9,서대문,12.3
84.97,18,13,동대문,10
84.96,12,6,송파구,20.95
84.88,1,22,영등포,6.74
130.53,8,20,서초구,23
59.93,13,24,서대문,7.45
177.86,13,21,강서구,12.5
69.39,10,51,용산구,14.5
84.9,12,16,송파구,18
59.938,11,5,은평구,8.68
59.26,8,26,송파구,9.28
41.3,4,36,노원구,3.95
59.88,9,19,성북구,5.1
59.968,10,4,영등포,9.5
45.9,11,36,노원구,4.9
84.988,9,17,마포구,12.7
114.75,13,19,성북구,7.4
84.77,6,28,노원구,10.63
75.16,7,20,은평구,4.9
108.28,13,37,양천구,19.6
49.5,10,32,강서구,7.5
84.98,4,19,강동구,8.05
99.15,2,39,양천구,20
44.55,14,34,도봉구,2
84.968,5,9,서대문,10.8
115.49,1,14,강동구,9.95
114.75,9,19,성북구,8
114.75,11,21,관악구,9.3
59.76,3,28,중랑구,5.2
59.25,1,12,성동구,12.05
83.34,9,39,강동구,9.95
84.78,1,30,서대문,6.9
84.99,4,16,송파구,24
24.74,5,27,강남구,3
84.93,5,30,강남구,17.6
73.89,4,37,도봉구,5.8
116.29,5,39,양천구,22
72.51,2,50,서초구,25
84.77,2,18,양천구,6.65
16.45,7,11,강북구,1.62
165.1717,19,20,도봉구,16.3
46.75,2,31,동작구,7.1
84.967,17,21,동작구,11.75
59.54,9,13,강북구,6.9
48.54,4,21,종로구,4.35
84.82,10,30,양천구,12.4
41.4,14,22,구로구,2.1
32.39,3,37,노원구,5.35
101.91,10,27,양천구,14.4
39.7,7,26,노원구,3.3
84.22,6,19,영등포,6.1
58.99,2,14,강북구,6.9
14.495,18,11,강동구,0.99
59.96,10,23,노원구,4.75
114.85,18,20,강북구,7.43
58.59,4,26,성북구,5.22
132.735,12,17,동작구,14.1
84.98,9,24,노원구,5
59.94,11,23,구로구,6.4
36.88,1,18,구로구,3.93
59.6283,12,23,강북구,4.95
35.1,3,35,도봉구,2.8
59.99,9,4,성북구,8.37
164.82,12,24,구로구,15.3
89.844,1,18,서초구,17.2
84.98,24,15,마포구,14.9
59.9,9,5,관악구,9.85
59.94,12,22,중구,8.95
108.8164,14,9,송파구,17.5
84.99,8,29,노원구,5.9
84.99,13,15,성동구,11.95
73.08,12,38,구로구,7.4
73.96,6,14,동대문,10.2
84.43,2,45,강남구,24.8
59.89,15,12,강남구,11.55
139.6,49,17,광진구,24
59.9825,7,7,강서구,10.87
59.63,4,13,은평구,6.6
79.98,13,36,도봉구,5.5
59.9813,3,20,강서구,5.35
59.97,8,29,성동구,7.48
84.99,14,2,은평구,11.8
114.89,14,21,성북구,6.25
35.61,4,35,금천구,2.1
59.9851,7,3,동작구,11.97
16.6071,2,12,마포구,1.3
84.96,7,2,강동구,13.9
84.77,5,27,양천구,14.6
59.57,13,25,구로구,6.8
84.932,10,5,성동구,15
59.11,10,5,강동구,11.58
84.9,7,32,중랑구,7
59.87,13,6,송파구,10
35.38,7,23,서초구,6.1
84.87,16,26,영등포,9.1
59.96,10,25,서대문,7.8
113.89,9,14,강북구,10.8
84.96,20,27,구로구,5.49
84.88,15,23,동작구,9.45
59.98,8,4,강동구,10.4
59.94,5,24,금천구,3.92
81.72,2,53,용산구,9
84.79,10,16,송파구,21.5
64.98,5,38,양천구,14.8
59.63,13,29,영등포,6
84.9,13,25,강동구,8.95
84.49,4,15,은평구,8.4
84.98,7,5,영등포,12.35
59.91,6,5,동대문,8.95
83.475,2,36,동작구,14
84.6,19,27,광진구,12.5
55.371,4,19,동대문,7.6
57.49,5,15,성동구,15.6
84.99,21,23,구로구,8
84.75,10,28,광진구,11.6
65.71,14,18,중구,5.65
59.785,21,5,강동구,10.88
84.88,9,9,성동구,14.75
81.783,18,22,중랑구,9
59.98,9,16,강서구,9
65.08,9,38,양천구,15.9
16.92,20,12,구로구,1.1
39.76,12,28,중랑구,3.75
59.983,5,5,성동구,13.25
84.83,2,30,은평구,5.2
75.75,13,28,서대문,6.4
59.39,12,36,노원구,6.2
58.59,6,32,관악구,6.6
84.98,23,6,송파구,19.5
76.63,8,37,동대문,7
59.98,9,8,성동구,12.7
58.65,5,32,강서구,7.9
84.869,3,8,성북구,9.6
44.64,16,26,구로구,4.45
50.17,13,17,구로구,5.3
84.84,1,20,동작구,8.725
84.9791,9,7,중구,16
59.8772,7,3,마포구,14.2
58.65,9,30,노원구,3
59.98,5,4,강동구,10.7
41.85,8,30,강서구,5.1
59.88,8,17,송파구,17
49.16,13,23,양천구,4.3
119.9031,16,20,강서구,10.3
59.99,12,7,성동구,10.48
59.38,1,17,성북구,6.8
59.86,13,22,서대문,7.19
13.69,17,12,용산구,1.62
84.96,13,21,관악구,9
107.22,3,25,강남구,19.8
84.843,8,16,성북구,8.5
59.99,11,2,마포구,12.4
84.96,10,14,성북구,10.9
15.86,8,10,강동구,1.35
84.9,19,16,송파구,19
55.91,10,22,영등포,9.85
84.98,6,16,송파구,11.4
84.97,5,15,강남구,24.5
84.512,5,22,강서구,7.3
36.2275,16,2,은평구,4.5
45.72,10,9,강서구,3.8
14.91,20,10,구로구,1.2
84.88,15,25,성북구,6.7
84.83,16,15,마포구,12.6
12.62,14,10,영등포,1.59
50.56,1,2,강북구,4.275
84.8032,18,8,동작구,12.9
36.16,10,35,도봉구,3.55
114.48,1,23,마포구,14.3
76.41,7,35,동대문,6
84.97,8,4,양천구,9.2
59.996,3,3,노원구,6.9
59.96,11,5,관악구,9.68
84.95,12,24,동대문,8.29
59.785,14,5,강동구,12
33.2,6,1,강북구,3.05
59.92,20,27,송파구,10.5
101.81,3,17,강남구,25.5
59.855,3,21,성북구,6.5
59.86,20,16,송파구,17.1
59.94,13,26,성북구,5.86
84.98,19,3,송파구,13
84.236,11,16,강남구,27
84.9852,5,20,구로구,7.47
65.01,6,21,은평구,4.3
64.88,6,35,노원구,5.997
95.27,4,38,양천구,18.55
84.93,17,6,서대문,12.3
36.2415,19,2,은평구,5
122.58,13,31,강북구,7.55
59.98,10,13,성북구,8.85
59.91,12,26,성동구,7.65
75.8,3,13,영등포,4.8
58.65,7,32,강서구,8.3
84.95,9,5,은평구,11
84.87,7,25,성북구,6.25
84.85,9,13,중구,11
84.98,9,5,성북구,10
59.84,2,16,강서구,7
84.51,11,23,구로구,9.2
18.01,12,8,구로구,0.93
13.77,10,11,중랑구,0.95
84.84,7,23,동대문,7
59.84,5,16,강서구,7.1
53.19,6,5,동대문,4.1
59.88,11,17,송파구,12.1
72.97,13,7,성북구,8.5
84.6,12,26,노원구,7.4
59.64,2,24,강동구,7.55
123.76,10,40,영등포,14.4
84.99,10,16,송파구,22.2
33.76,14,10,마포구,3.9
84.9,3,29,노원구,10
105.86,6,22,강동구,4.953
84.92,1,38,강남구,20.9
99.6,13,6,송파구,22.95
59.55,6,8,강동구,10.75
84.87,4,24,성동구,12.2
59.97,24,5,영등포,10.05
102.85,14,5,강동구,17.3
59.69,12,23,용산구,8
59.97,5,25,노원구,6.05
35.24,18,16,송파구,9.3
84.98,28,6,동대문,11.9
84.6,19,25,동작구,10.8
84.97,12,7,강동구,12.3
84.99,13,23,구로구,7.5
71.37,8,37,양천구,16.15
59.53,15,19,강남구,16.1
41.3,6,33,도봉구,4.3
32.39,4,36,노원구,3.75
59.98,2,25,광진구,9.25
58.77,2,36,도봉구,3.82
71.53,5,36,서대문,4.5
82.45,3,45,송파구,20.275
84.97,8,14,은평구,8.2
49.62,9,5,강동구,9.9
45.45,2,28,구로구,2.35
60.06,2,31,서대문,6.1
114.86,21,21,성동구,15.9
59.34,18,24,동대문,6.3
59.76,2,30,강남구,12
59.22,1,38,노원구,7.1
84.93,4,12,서대문,11.35
45.255,16,21,서초구,4.95
49.92,11,29,노원구,4.9
90.94,10,35,도봉구,9.25
84.94,9,21,영등포,15.6
113.67,23,14,강동구,13.9
59.85,19,24,영등포,9.75
84.92,12,5,관악구,11.3
115.65,8,31,노원구,12.9
59.99,14,24,동대문,6.25
84.98,24,6,송파구,18.1
114.502,13,21,동작구,13.5
30.42,5,9,동대문,3.7
59.94,1,23,구로구,5.93
84.78,7,24,강동구,9.95
60,18,19,성북구,5.8
84.3,15,8,성동구,15.4
84.988,10,17,마포구,13.35
16.45,11,11,강북구,1.68
84.89,9,24,동대문,7.7
35.46,11,35,송파구,5.15
83.06,3,36,송파구,19.2
80.19,8,20,양천구,6.9
126.53,5,37,양천구,23.04
121.93,5,10,동대문,15
141.515,4,33,마포구,14.6
44.52,5,32,노원구,3.55
41.3,6,36,노원구,4.5
84.59,13,13,은평구,7.8
84.96,10,24,구로구,6
84.9422,25,3,마포구,18.4
84.8,19,16,송파구,22
64.4,12,38,영등포,8.7
84.32,13,13,은평구,8.6
120.01,15,8,강동구,18.5
74.54,3,31,강남구,19
12.49,8,9,동작구,1.75
58.01,12,37,노원구,6.7
84.96,12,10,동대문,12.3
84.9,7,29,노원구,10.27
84.9,5,27,영등포,7.6
59.97,12,19,성북구,7
72.84,11,38,성동구,9
53.87,1,51,은평구,3.9
115.26,6,31,노원구,12
59.16,8,4,강동구,8.85
15.55,12,10,중구,1.42
84.9,7,22,서초구,16
59.98,16,24,영등포,8.5
20.998,3,10,서초구,1.95
84.98,7,13,강동구,8.2
59.95,19,27,동대문,6
84.97,8,29,도봉구,5.49
84.896,5,27,노원구,8.4
59.74,8,25,마포구,9.6
59.77,15,18,성북구,5.88
59.95,12,13,중구,9
84.98,6,16,송파구,13.1
84.94,6,29,도봉구,5.3
59.52,8,27,노원구,5.5
15.55,9,10,중구,1.44
59.88,5,4,양천구,8.55
51.96,14,11,송파구,9.3
59.9,11,19,마포구,11.25
59.92,16,24,동대문,5.88
59.96,8,3,은평구,8.15
134.94,8,24,노원구,8
59.275,5,18,동작구,6.65
114.35,16,24,동대문,6.3
84.98,15,4,서대문,8.1
84.9805,4,7,강서구,11.05
59.76,23,26,중랑구,6.1
59.99,2,2,마포구,11.4
84.91,17,5,강동구,13.75
158.61,7,41,송파구,18.2
18.92,14,9,동대문,1.46
49.92,12,4,강남구,17
84.69,21,23,용산구,13
39.13,6,22,강남구,3.64
84.77,9,27,노원구,6.35
84.87,6,21,동대문,8.95
34.44,5,32,강서구,4.9
84.31,15,5,동대문,10
59.29,19,5,강동구,11.5
51.78,5,2,은평구,7.47
49.94,11,34,도봉구,4.7
84.53,2,15,강동구,7.43
36.2415,24,2,은평구,5
84.09,6,30,중랑구,6.8
84.99,19,7,성북구,10.4
84.87,15,25,중랑구,5.75
39.51,13,32,강남구,10
59.52,7,26,강동구,5.4
59.8,19,22,서초구,20
84.96,21,8,성동구,15.5
45.77,11,36,노원구,3.7
49.08,15,24,양천구,5.8
84.957,4,15,성동구,9
84.65,2,11,중랑구,6.5
41.3,12,36,노원구,4
153.58,2,38,양천구,29.35
27.61,14,37,강동구,3.6
59.149,13,19,노원구,6.7
63.76,18,3,강남구,22
84.98,12,31,중랑구,6.44
12.59,13,11,영등포,1.33
59.34,13,20,금천구,4.19
130.259,11,17,강남구,25
59.99,11,11,서초구,12
114.96,17,26,노원구,10
39.69,14,35,송파구,7
64.62,14,37,구로구,7.25
84.93,13,5,은평구,10.7
59.49,26,23,구로구,6.05
60,1,24,종로구,7.099
84.47,6,18,중랑구,5.4
50.97,7,35,노원구,4.92
84.42,11,16,양천구,6.45
84.82,4,30,양천구,12
18.24,6,11,강북구,1.775
84.93,12,38,강동구,12.4
59.63,14,13,은평구,7.15
59.91,21,26,성동구,7.57
13.09,11,11,도봉구,0.985
59.96,1,17,송파구,9.7
49.6,14,25,노원구,4.7
58.03,18,17,구로구,6.84
64.236,14,8,성동구,9
59.95,13,28,광진구,8.8
74.74,6,12,강남구,13.5
114.98,11,11,은평구,9.45
59.86,9,25,성북구,5.99
84.4317,1,6,서대문,9
59.98,7,14,동작구,7.5
84.99,11,16,송파구,23
59.99,21,4,성북구,8.9
59.64,15,24,강동구,8.1
58.65,11,14,마포구,9.99
84.99,2,26,강동구,7.3
59.34,5,24,동대문,6.5
84.92,1,28,광진구,8.5
59.98,14,24,영등포,8.65
84.95,4,31,강남구,18.97
84.88,9,23,동작구,9.9
15.2,11,10,광진구,1.37
59.99,13,27,강서구,6.3
59.83,2,24,성동구,6.85
39.53,2,32,강남구,10.6
45.9,15,36,노원구,5.1
84.95,19,6,송파구,17.5
78.2853,3,21,은평구,6.3
59.9977,20,8,강남구,20
84.98,16,10,동대문,12.35
69.65,5,2,서대문,6.75
84.87,22,24,관악구,8.15
68.99,7,36,노원구,6.15
74.92,6,2,강북구,5.245
84.97,2,29,도봉구,4.95
36.2415,18,2,은평구,5
58.7,3,23,서초구,11
45.9,8,35,노원구,4.2
84.98,13,27,서대문,6.2
128.81,15,9,강서구,14.5
59.25,6,12,성동구,12.5
39.98,11,23,동대문,4.4
84.88,11,29,도봉구,6.38
51.47,3,43,성북구,5.745
52.89,3,47,성북구,3.2
39.84,5,28,중랑구,3.85
39.1,4,6,송파구,9.1
39.53,15,32,강남구,11.3
84.22,6,30,강북구,6.5
110.66,13,6,송파구,25.3
59.97,9,15,강남구,18.2
84.84,8,12,강남구,13.45
75.63,19,12,양천구,8.4
84.13,12,8,노원구,8.25
114.78,6,26,성동구,22.9
85.29,16,26,서대문,5.97
84.99,9,9,은평구,9
50.58,5,38,도봉구,5.43
58.65,8,32,강서구,7.9
59.88,25,17,송파구,18.5
84.95,16,6,송파구,19.9
70.73,6,37,양천구,14
84.98,4,20,송파구,12.65
84.78,13,27,노원구,7
58.37,9,26,영등포,6.55
59.9656,9,10,마포구,13.8
130.93,13,39,송파구,17.5
93.81,12,27,강서구,8.05
59.92,6,22,서초구,18.6
84.2,4,16,은평구,7.07
125.05,5,23,강동구,6.6
84.94,15,29,도봉구,5.72
112.33,28,15,양천구,25.5
44.1,2,31,노원구,4.25
49.94,8,33,도봉구,4.6
84.24,6,20,강동구,6.09
36.2275,12,2,은평구,4.5
84.96,1,28,중랑구,6.2
84.98,2,19,강서구,6.4
30.42,7,9,동대문,3.57
84.98,23,6,동작구,14.35
99.76,14,3,은평구,14
84.95,15,21,성동구,12.3
67.21,5,47,동대문,7.9
84.24,3,17,강동구,5.6
59.95,7,7,영등포,9.7
16.94,9,3,중랑구,2.8
37.67,6,29,강서구,5
84.82,2,28,구로구,8.4
59.9908,17,3,동작구,9.2
84.88,17,22,양천구,15.3
59.25,13,12,성동구,13.5
100.92,14,23,용산구,22.3
13.77,5,11,중랑구,0.95
75.7,19,20,마포구,8.8
59.84,5,20,동대문,6.5
84.88,5,23,동작구,9.65
59.67,9,34,광진구,9
59.95,13,28,광진구,8.9
59.11,9,5,강동구,10.9
34.35,6,12,서초구,4.1
12.62,16,10,영등포,1.6
84.95,7,5,관악구,10.7
122.31,5,38,양천구,22.65
156.84,10,37,양천구,27.5
92.13,8,49,영등포,20.5
69.539,3,20,강서구,5.7
59.58,11,20,관악구,7.45
84.751,2,36,송파구,15.3
84.94,11,23,은평구,7.59
43.34,1,1,강서구,3.6
81.16,6,28,은평구,3.8
84.9,2,26,성북구,6.95
59.9452,17,10,마포구,14
84.98,1,4,마포구,15.4
74.97,9,10,강남구,13.5
81.84,3,22,강남구,19
50.67,7,36,양천구,3.65
36.2275,27,2,은평구,4.5
59.98,10,6,은평구,7.78
59.73,12,23,양천구,4.8
54.22,9,32,강동구,4.6
59.97,24,18,송파구,17.4
84.88,26,8,강동구,14.35
59.88,15,19,성북구,4.12
84.93,10,5,은평구,10.2
84.89,7,15,강동구,10.48
59.77,8,18,성북구,6.07
58.42,12,21,동대문,7.6
114.752,9,21,성북구,8.675
84.59,14,34,노원구,6
59.6,13,14,강북구,6.5
84.9,5,10,성동구,14.15
84.59,9,22,동작구,10.45
120,6,45,송파구,24.7
53.59,10,12,송파구,13.73
48.54,9,21,종로구,4.58
39.6,6,29,노원구,4.05
84.8359,4,7,종로구,18.5
59.37,2,15,성북구,6.45
84.876,12,14,구로구,7.5
59.8772,8,3,마포구,13.45
59.99,7,19,관악구,6.79
59.8547,14,7,종로구,15.5
13.642,2,10,서대문,1.45
59.86,14,5,구로구,6.15
114.99,18,15,성북구,10.4
59.747,11,10,양천구,8.25
84.92,19,20,성북구,8
136.02,24,18,서초구,23.5
84.41,3,18,강남구,19
84.06,2,37,강남구,21.45
59.98,15,8,성동구,12.7
34.4237,13,20,서초구,2.7
49.77,1,28,도봉구,3.1
84.92,10,30,광진구,12.4
29.841,15,21,서초구,2.5
47.44,5,36,강서구,2.8
84.9706,18,13,동작구,16.8
59.64,19,24,강동구,8.6
84.9958,9,20,강서구,9
101.9176,1,20,도봉구,8.6
48.4,5,24,구로구,2.3
35.46,4,35,송파구,5.4
84.705,14,36,송파구,17.1
114.98,9,13,성북구,13.1
59.91,14,5,동대문,9
60,11,32,강남구,13.5
31.32,2,23,노원구,3
59.8547,6,7,종로구,15.5
119.8906,15,18,강남구,29.25
59.58,13,26,성북구,5.5
14.91,20,10,구로구,1.2
84.98,5,16,동대문,6.7
84.96,21,14,성북구,10.3
23.88,16,6,송파구,3.4
64.98,9,38,양천구,15.7
59.9,2,24,중구,6.2
84.78,20,28,노원구,7.95
16.01,14,9,동작구,1.75
59.91,9,27,송파구,11.175
84.79,4,16,은평구,6.75
84.99,20,12,성동구,14.7
136.082,36,18,양천구,27
102.7,1,5,마포구,13.5
59.8547,13,7,종로구,14.95
226.45,6,46,광진구,30
48.46,3,48,광진구,4.85
59.98,13,2,은평구,7.15
84.92,23,29,광진구,14.05
59.758,15,21,강북구,6
13.77,12,11,중랑구,0.95
31.7571,8,8,중구,5.8
84.99,12,4,노원구,9.25
58.01,10,36,노원구,6.5
79.91,5,32,영등포,5.95
54.81,6,20,강동구,5.5
84.98,15,18,동작구,9.07
59.98,22,20,강북구,6
59.26,14,36,영등포,8.9
30.11,4,8,동대문,3.7
84.95,23,24,동대문,8
59.93,15,24,서대문,6.8
59.98,6,5,성북구,7.5
59.92,11,21,마포구,8
84.84,15,27,영등포,11
59.96,14,10,동대문,10.4
115.88,8,8,강동구,13.8
16.58,12,6,관악구,1.795
141.515,10,33,마포구,13.8
59.57,12,25,구로구,5.85
132.96,1,26,성북구,8.8
59.94,15,23,노원구,5.8
41.3,13,36,노원구,4.7
60,12,23,서대문,7.1
84.88,7,10,강서구,14.5
36.2275,12,2,은평구,4.5
114.595,18,26,용산구,22.3
79.825,7,21,강서구,7.1
39.53,14,32,강남구,11.7
41.06,5,5,양천구,4.3
84.97,14,19,성북구,7.6
59.79,7,25,강동구,7.1
27.68,33,16,송파구,8.85
84.445,7,3,강동구,14.2
84.98,18,16,성북구,7.1
17.27,11,8,노원구,1.63
59.96,25,16,송파구,19.5
84.81,4,25,성동구,13
84.9704,19,6,동작구,14.2
91.06,4,23,종로구,9.2
59.919,4,23,동대문,6.5
59.376,23,5,마포구,13.7
